日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20210917,       5250,       5310,       5250,       5280,       5316,       5252,       5048,  5273.1107,         359400,         397080,         611996
20210916,       5310,       5330,       5240,       5250,       5330,       5239,    5043.93,  5271.7078,         336100,         481100,         646224
20210915,       5340,       5350,       5260,       5290,       5354,     5225.4,       5040,  5302.9639,         382600,         601100,         653228
20210914,       5370,       5410,       5330,       5360,       5352,     5209.8,     5035.2,  5355.7057,         483200,         614620,         663952
20210913,       5350,       5410,       5330,       5400,       5334,     5190.4,    5029.53,  5384.6098,         424100,         600220,         666968
20210910,       5390,       5420,       5330,       5350,       5304,     5170.2,     5023.6,   5371.914,         779500,         588520,         664044
20210909,       5280,       5370,       5270,       5370,       5288,     5152.8,    5018.53,  5336.7546,         936100,         529940,         642924
20210908,       5260,       5280,       5240,       5280,       5274,     5134.6,    5013.33,  5263.4629,         450200,         464120,         625300
20210907,       5240,       5280,       5240,       5270,       5254,       5121,    5009.46,  5260.6809,         411200,         538240,         618808
20210906,       5270,       5290,       5240,       5250,       5250,     5108.6,     5005.8,  5258.6296,         365600,         552140,         615296
20210903,       5310,       5320,       5260,       5270,       5246,     5096.2,    5002.73,  5284.4595,         486600,         551660,         612172
20210902,       5210,       5300,       5200,       5300,       5246,     5083.8,    4999.66,  5257.7825,         607000,         574800,         602624
20210901,       5240,       5300,       5170,       5180,       5244,     5069.6,    4996.06,  5232.6206,         820800,         550680,         589884
20210831,       5210,       5280,       5190,       5250,       5254,     5060.4,    4994.73,  5250.7843,         480700,         480440,         573896
20210830,       5250,       5260,       5190,       5230,       5258,     5047.8,    4990.86,  5220.4818,         363200,         482620,         566484
20210827,       5300,       5320,       5250,       5270,       5268,     5035.6,    4987.66,  5282.8673,         602300,         529500,         563824
20210826,       5220,       5290,       5210,       5290,       5274,       5022,    4983.93,  5276.1739,         486400,         597000,         559000
20210825,       5230,       5240,       5180,       5230,       5258,     5008.8,    4980.06,  5211.0328,         469600,         775240,         563824
20210824,       5240,       5280,       5230,       5270,       5236,       4997,       4977,  5249.6094,         491600,         890980,         568940
20210823,       5270,       5290,       5170,       5280,       5186,     4984.6,    4973.06,  5250.5807,         597600,         997220,         578340
20210820,       5200,       5300,       5170,       5300,       5126,     4971.6,     4969.2,  5246.9462,         939800,         993220,         582264
20210819,       5100,       5210,       5060,       5210,       5057,     4957.8,     4965.2,  5165.5887,        1377600,        1048280,         567532
20210818,       5000,       5120,       4995,       5120,       4997,     4946.8,     4962.4,  5069.7315,        1048300,         875000,         535824
20210817,       4985,       5020,       4980,       5020,       4953,     4939.2,    4961.06,  5004.3176,        1022800,         795480,         524004
20210816,       4955,       4980,       4950,       4980,       4924,     4936.4,    4961.46,  4972.5892,         577600,         702640,         507104
20210813,       4925,       4980,       4920,       4955,       4907,     4934.4,       4962,     4949.5,        1215100,         657320,         527496
20210812,       4890,       4920,       4885,       4910,       4899,     4932.4,    4962.73,  4901.1375,         511200,         464600,         497444
20210811,       4885,       4900,       4850,       4900,       4900,     4932.2,     4964.6,  4875.5095,         650700,         461460,         493632
20210810,       4895,       4900,       4860,       4875,       4908,     4932.2,    4966.46,  4883.5437,         558600,         388900,         487424
20210806,       4910,       4920,       4895,       4895,       4925,     4933.6,    4968.66,   4903.584,         351000,         341860,         482704
20210805,       4905,       4935,       4905,       4915,       4934,     4933.8,     4970.6,  4919.7376,         251500,         329160,         498320
20210804,       4945,       4950,       4900,       4915,       4943,       4935,     4972.4,   4915.335,         495500,         328440,         564672
20210803,       4940,       4970,       4940,       4940,       4949,       4936,     4974.2,  4952.1014,         287900,         287040,         650452
20210802,       4945,       4970,       4940,       4960,       4951,     4936.8,     4976.2,  4957.2356,         323400,         313680,         695300
20210730,       4950,       4960,       4940,       4940,       4946,     4936.6,     4978.2,  4948.1757,         287500,         308080,         717952
20210729,       4950,       4960,       4940,       4960,       4943,     4937.6,     4980.2,  4954.4111,         247900,         309920,         760744
20210728,       4950,       4970,       4940,       4945,       4937,     4937.2,     4982.2,  4954.0433,         288500,         356680,         786196
20210727,       4935,       4970,       4935,       4950,       4940,       4937,       4984,  4953.8768,         421100,         420380,         822964
20210726,       4945,       4950,       4930,       4935,       4937,     4937.2,       4986,  4939.5667,         295400,         455660,         879068
20210721,       4945,       4960,       4920,       4925,       4942,     4938.8,    4988.46,   4936.665,         296700,         541900,         897388
20210720,       4945,       4950,       4915,       4930,       4948,     4941.2,    4990.53,  4928.3351,         481700,         621700,         914288
20210719,       4940,       4970,       4925,       4960,       4953,     4943.6,     4992.8,  4953.1442,         607000,         639660,         936588
20210716,       4950,       4950,       4910,       4935,       4948,     4945.2,     4995.6,  4935.4251,         597500,         635240,         936280
20210715,       4960,       4980,       4945,       4960,       4947,     4948.2,     4998.6,  4962.6899,         726600,         666300,         962328
20210714,       4950,       4975,       4945,       4955,       4945,       4949,     5001.4,  4962.0584,         695700,         641040,         963824
20210713,       4930,       4955,       4915,       4955,       4940,       4952,    5004.13,  4944.9379,         571500,         719380,         965440
20210712,       4935,       4950,       4920,       4935,       4930,     4954.2,    5006.46,  4932.5449,         584900,         697840,         983200
20210709,       4925,       4930,       4890,       4930,       4924,       4955,    5008.93,  4907.6222,         752800,         664040,         988384
20210708,       4910,       4955,       4900,       4950,       4918,     4956.8,     5011.6,  4936.2777,         600300,         612580,        1002500
20210707,       4900,       4950,       4885,       4930,       4910,     4957.2,    5014.26,  4919.8588,        1087400,         580640,        1009724
20210706,       4900,       4915,       4895,       4905,       4904,     4957.6,    5017.06,  4904.8609,         463800,         511440,        1022412
20210705,       4895,       4920,       4895,       4905,       4912,     4960.4,    5020.33,  4905.3186,         415900,         800740,        1033080
20210702,       4910,       4915,       4900,       4900,       4919,     4962.4,    5024.13,  4906.0686,         495500,        1245560,        1051120
20210701,       4900,       4915,       4885,       4910,       4931,     4963.6,    5027.33,   4902.744,         440600,        1428280,        1079392
20210630,       4930,       4935,       4900,       4900,       4940,     4964.6,    5029.86,  4915.6838,         741400,        1518100,        1154364
20210629,       4935,       4945,       4920,       4945,       4953,     4966.8,    5032.26,   4934.353,        1910300,        1641280,        1157740
20210628,       4955,       4965,       4935,       4940,       4954,     4967.8,    5034.46,  4948.7619,        2640000,        1436060,        1108112
20210625,       4950,       4970,       4950,       4960,       4954,     4969.4,    5037.13,  4954.8503,        1409100,        1149600,        1036600
20210624,       4955,       4955,       4945,       4955,       4953,     4970.6,    5039.66,  4952.4059,         889700,        1232520,        1010652
20210623,       4950,       4985,       4945,       4965,       4957,     4972.2,    5041.73,  4959.0127,        1357300,        1205260,        1008592
20210622,       4955,       4960,       4940,       4950,       4961,     4974.4,     5045.4,  4951.0394,         884200,        1077640,         985996
20210621,       4950,       4960,       4940,       4940,       4969,       4978,       5049,  4947.5366,        1207700,        1108640,         963996
20210618,       4985,       4985,       4955,       4955,       4981,     4981.6,    5053.26,  4974.6071,        1823700,         986960,         936476
20210617,       4975,       4990,       4975,       4975,       4992,     4986.6,     5058.8,  4977.6945,         753400,         871960,         906796
20210616,       4975,       4995,       4975,       4985,       4993,       4986,    5062.86,  4983.3294,         719200,         874080,         905804
20210615,       5000,       5000,       4970,       4990,       5002,     4986.2,    5066.53,  4989.1113,        1039200,         877460,         899044
20210614,       5000,       5010,       5000,       5000,       5006,     4986.2,    5069.73,    5001.46,         599300,         872720,         876768
20210611,       5000,       5020,       4975,       5010,       4997,     4986.2,       5072,  5001.7034,        1248700,         895760,         870180
20210610,       5020,       5030,       4980,       4980,       4990,     4985.8,    5073.86,  5002.9653,         764000,         867160,         845948
20210609,       4990,       5050,       4990,       5030,       4986,     4985.6,     5076.8,  5013.0308,         736100,         870540,         856152
20210608,       4950,       5010,       4935,       5010,       4968,       4984,     5078.8,  4969.4653,        1015500,        1004240,         850144
20210607,       4980,       4980,       4955,       4955,       4961,     4983.6,    5080.26,  4969.2799,         714500,         947240,         819480
20210604,       4980,       4980,       4960,       4975,       4961,     4985.4,    5083.13,  4975.3762,        1105700,         977720,         804760
20210603,       4955,       4980,       4950,       4960,       4952,     4987.2,     5086.8,  4958.6663,         780900,         997040,         771796
20210602,       4975,       4980,       4920,       4940,       4947,     4990.8,     5089.6,  4942.0116,        1404600,        1303840,         755800
20210601,       4970,       4975,       4950,       4975,       4950,       4994,     5094.8,  4963.2936,         730500,        1188080,         711208
20210531,       4945,       4985,       4940,       4955,       4949,     4995.4,    5098.46,  4960.6385,         866900,        1175900,         698324
20210528,       4950,       4970,       4930,       4930,       4954,     4999.2,    5101.46,  4947.9439,        1202300,        1172960,         677064
20210527,       4955,       4960,       4930,       4935,       4966,     5003.6,     5103.6,  4940.1851,        2314900,        1084580,         641400
20210526,       4970,       4975,       4950,       4955,       4978,     5007.8,    5105.93,  4960.1671,         825800,         789240,         561360
20210525,       5000,       5010,       4970,       4970,       4991,     5011.2,    5107.73,    4983.42,         669600,         782560,         541748
20210524,       4995,       5000,       4965,       4980,       5005,     5014.4,    5109.46,   4980.619,         852200,         715480,         527168
20210521,       5000,       5010,       4990,       4990,       5015,     5017.2,    5111.06,   4999.328,         760400,         648980,         514568
20210520,       5000,       5010,       4980,       4995,       5033,     5021.2,    5112.66,  4990.4856,         838200,         713240,         497180
20210519,       5000,       5040,       4980,       5020,       5026,     5025.8,     5114.2,   5001.544,         792400,         691320,         482948
20210518,       5030,       5060,       5030,       5040,       5020,     5028.6,     5115.4,   5037.313,         334200,         642880,         460780
20210517,       5100,       5110,       5020,       5030,       5010,     5031.4,    5116.33,  5051.5586,         519700,         672500,         460616
20210514,       5010,       5090,       5000,       5080,       5004,     5033.4,    5117.53,  5044.9931,        1081700,         655480,         453336
20210513,       4990,       4995,       4960,       4960,       4988,     5034.2,    5117.93,  4972.5933,         728600,         567720,         418928
20210512,       5010,       5020,       4980,       4990,       4991,     5040.6,    5119.93,  4996.0714,         550200,         625820,         400256
20210511,       5000,       5040,       4990,       4990,       4991,     5044.2,     5121.4,  5004.6133,         482300,         632960,         393604
20210510,       5000,       5040,       5000,       5000,       4993,     5048.6,     5122.6,  5010.3613,         434600,         586280,         390124
20210507,       4975,       5020,       4970,       5000,       4993,     5055.4,    5123.53,  4992.6139,         642900,         568660,         390980
20210506,       4990,       4995,       4960,       4975,       4997,     5061.8,    5124.33,  4977.3231,        1019100,         496400,         383532
20210430,       5000,       5010,       4990,       4990,       5012,     5069.6,    5125.86,  4997.8614,         585900,         368780,         358504
20210428,       5000,       5020,       5000,       5000,       5018,     5076.4,     5126.4,  5003.0173,         248900,         309560,         350280
20210427,       5030,       5030,       5000,       5000,       5020,     5081.6,    5127.06,  5010.4502,         346500,         341460,         358988
20210426,       5040,       5040,       5010,       5020,       5030,     5086.4,    5127.33,  5025.3054,         281600,         339240,         355552
20210423,       5050,       5050,       5020,       5050,       5034,     5090.8,    5127.33,   5038.357,         381000,         345060,         355144
20210422,       5010,       5050,       5010,       5020,       5032,     5094.8,    5126.66,  5027.3085,         289800,         331640,         352304
20210421,       5040,       5050,       5010,       5010,       5036,     5099.6,    5125.86,  5022.0813,         408400,         340780,         350756
20210420,       5050,       5080,       5050,       5050,       5044,     5105.2,    5125.73,  5059.4007,         335400,         320120,         348320
20210419,       5060,       5070,       5040,       5040,       5044,     5110.8,    5125.46,  5054.2098,         310700,         360480,         351600
20210416,       5050,       5060,       5030,       5040,       5054,     5114.8,    5126.26,  5045.8809,         313900,         363480,         353660
20210415,       5060,       5080,       5040,       5040,       5068,     5117.2,    5126.93,  5052.9121,         335500,         397180,         359304
20210414,       5050,       5070,       5050,       5050,       5078,     5118.8,    5127.73,  5056.5028,         305100,         377720,         370504
20210413,       5090,       5100,       5050,       5050,       5090,     5121.2,    5128.53,  5070.3537,         537200,         382720,         373896
20210412,       5110,       5110,       5090,       5090,       5096,     5124.8,    5129.33,  5099.1587,         325700,         342820,         369328
20210409,       5090,       5140,       5090,       5110,       5098,     5127.2,    5129.46,  5115.6633,         482400,         321980,         375356
20210408,       5130,       5130,       5090,       5090,       5100,     5127.2,    5129.86,  5102.8673,         238200,         277860,         385592
20210407,       5130,       5140,       5100,       5110,       5098,     5133.2,    5130.66,  5118.0945,         330100,         307000,         394008
20210406,       5120,       5130,       5080,       5080,       5096,     5137.6,     5131.2,  5099.3189,         337700,         320040,         396800
20210405,       5140,       5140,       5100,       5100,       5114,     5144.8,    5132.66,  5115.6479,         221500,         343700,         406488
20210402,       5100,       5130,       5090,       5120,       5126,     5155.6,       5134,  5109.8358,         261800,         390740,         424168
20210401,       5110,       5120,       5080,       5080,       5136,       5162,     5135.2,   5092.472,         383900,         417060,         443964
20210331,       5160,       5170,       5100,       5100,       5152,     5169.2,    5137.06,  5123.7642,         395300,         416340,         449320
20210330,       5190,       5230,       5160,       5170,       5158,     5174.4,     5137.6,  5196.1206,         456000,         430600,         453012
20210329,       5170,       5180,       5150,       5160,       5148,     5174.4,    5136.66,  5167.9549,         456700,         391520,         448944
20210326,       5190,       5200,       5140,       5170,       5142,       5174,    5135.33,   5168.513,         393400,         354460,         446396
20210325,       5160,       5180,       5150,       5160,       5138,     5175.2,    5134.13,  5165.1643,         380300,         337780,         446488
20210324,       5120,       5160,       5080,       5130,       5134,       5176,     5132.8,  5120.1607,         466600,         311940,         445292
20210323,       5130,       5150,       5120,       5120,       5138,     5175.6,       5132,  5134.6048,         260600,         288120,         440748
20210322,       5160,       5170,       5130,       5130,       5152,     5177.6,    5131.33,  5148.0766,         271400,         319480,         441128
20210319,       5130,       5150,       5120,       5150,       5154,     5182.4,    5130.53,  5134.9161,         310000,         337640,         453264
20210318,       5150,       5160,       5130,       5140,       5144,     5183.2,    5130.53,  5145.2489,         251100,         366640,         475704